Info example system – LAMMPS data file (full atom style)

237 atoms
33 bonds
0 angles
0 dihedrals
0 impropers

7 atom types
1 bond types

0.000 10.000 xlo xhi
0.000 10.000 ylo yhi
0.000 10.000 zlo zhi

Masses

    1 1.000000  # A
    2 1.000000  # B
    3 1.000000  # C
    4 1.000000  # D
    5 1.000000  # W
    6 1.000000  # P
    7 1.000000  # N

Bond Coeffs

    1 50.000000 0.500000

Atoms # full

       1      1   1   0.000000     0.500000     1.000000     5.000000  # A5B5
       2      1   1   0.000000     1.500000     1.000000     5.000000
       3      1   1   0.000000     2.500000     1.000000     5.000000
       4      1   1   0.000000     3.500000     1.000000     5.000000
       5      1   1   0.000000     4.500000     1.000000     5.000000
       6      1   2   0.000000     5.500000     1.000000     5.000000
       7      1   2   0.000000     6.500000     1.000000     5.000000
       8      1   2   0.000000     7.500000     1.000000     5.000000
       9      1   2   0.000000     8.500000     1.000000     5.000000
      10      1   2   0.000000     9.500000     1.000000     5.000000
      11      2   1   0.000000     0.500000     3.500000     5.000000
      12      2   1   0.000000     1.500000     3.500000     5.000000
      13      2   1   0.000000     2.500000     3.500000     5.000000
      14      2   1   0.000000     3.500000     3.500000     5.000000
      15      2   1   0.000000     4.500000     3.500000     5.000000
      16      2   2   0.000000     5.500000     3.500000     5.000000
      17      2   2   0.000000     6.500000     3.500000     5.000000
      18      2   2   0.000000     7.500000     3.500000     5.000000
      19      2   2   0.000000     8.500000     3.500000     5.000000
      20      2   2   0.000000     9.500000     3.500000     5.000000
      21      3   1   0.000000     0.500000     6.000000     5.000000
      22      3   1   0.000000     1.500000     6.000000     5.000000
      23      3   1   0.000000     2.500000     6.000000     5.000000
      24      3   1   0.000000     3.500000     6.000000     5.000000
      25      3   1   0.000000     4.500000     6.000000     5.000000
      26      3   2   0.000000     5.500000     6.000000     5.000000
      27      3   2   0.000000     6.500000     6.000000     5.000000
      28      3   2   0.000000     7.500000     6.000000     5.000000
      29      3   2   0.000000     8.500000     6.000000     5.000000
      30      3   2   0.000000     9.500000     6.000000     5.000000
      31      4   1   0.000000     1.000000     9.000000     5.000000  # A3CD3
      32      4   1   0.000000     1.000000     8.000000     5.000000
      33      4   1   0.000000     1.000000     7.000000     5.000000
      34      4   3   0.000000     2.000000     8.000000     5.000000
      35      4   4   0.000000     3.000000     9.000000     5.000000
      36      4   4   0.000000     3.000000     8.000000     5.000000
      37      4   4   0.000000     3.000000     7.000000     5.000000
      38      0   5   0.000000     0.500000     0.500000     2.500000
      39      0   5   0.000000     1.500000     0.500000     2.500000
      40      0   5   0.000000     2.500000     0.500000     2.500000
      41      0   5   0.000000     3.500000     0.500000     2.500000
      42      0   5   0.000000     4.500000     0.500000     2.500000
      43      0   5   0.000000     5.500000     0.500000     2.500000
      44      0   5   0.000000     6.500000     0.500000     2.500000
      45      0   5   0.000000     7.500000     0.500000     2.500000
      46      0   5   0.000000     8.500000     0.500000     2.500000
      47      0   5   0.000000     9.500000     0.500000     2.500000
      48      0   5   0.000000     0.500000     1.500000     2.500000
      49      0   5   0.000000     1.500000     1.500000     2.500000
      50      0   5   0.000000     2.500000     1.500000     2.500000
      51      0   5   0.000000     3.500000     1.500000     2.500000
      52      0   5   0.000000     4.500000     1.500000     2.500000
      53      0   5   0.000000     5.500000     1.500000     2.500000
      54      0   5   0.000000     6.500000     1.500000     2.500000
      55      0   5   0.000000     7.500000     1.500000     2.500000
      56      0   5   0.000000     8.500000     1.500000     2.500000
      57      0   5   0.000000     9.500000     1.500000     2.500000
      58      0   5   0.000000     0.500000     2.500000     2.500000
      59      0   5   0.000000     1.500000     2.500000     2.500000
      60      0   5   0.000000     2.500000     2.500000     2.500000
      61      0   5   0.000000     3.500000     2.500000     2.500000
      62      0   5   0.000000     4.500000     2.500000     2.500000
      63      0   5   0.000000     5.500000     2.500000     2.500000
      64      0   5   0.000000     6.500000     2.500000     2.500000
      65      0   5   0.000000     7.500000     2.500000     2.500000
      66      0   5   0.000000     8.500000     2.500000     2.500000
      67      0   5   0.000000     9.500000     2.500000     2.500000
      68      0   5   0.000000     0.500000     3.500000     2.500000
      69      0   5   0.000000     1.500000     3.500000     2.500000
      70      0   5   0.000000     2.500000     3.500000     2.500000
      71      0   5   0.000000     3.500000     3.500000     2.500000
      72      0   5   0.000000     4.500000     3.500000     2.500000
      73      0   5   0.000000     5.500000     3.500000     2.500000
      74      0   5   0.000000     6.500000     3.500000     2.500000
      75      0   5   0.000000     7.500000     3.500000     2.500000
      76      0   5   0.000000     8.500000     3.500000     2.500000
      77      0   5   0.000000     9.500000     3.500000     2.500000
      78      0   5   0.000000     0.500000     4.500000     2.500000
      79      0   5   0.000000     1.500000     4.500000     2.500000
      80      0   5   0.000000     2.500000     4.500000     2.500000
      81      0   5   0.000000     3.500000     4.500000     2.500000
      82      0   5   0.000000     4.500000     4.500000     2.500000
      83      0   5   0.000000     5.500000     4.500000     2.500000
      84      0   5   0.000000     6.500000     4.500000     2.500000
      85      0   5   0.000000     7.500000     4.500000     2.500000
      86      0   5   0.000000     8.500000     4.500000     2.500000
      87      0   5   0.000000     9.500000     4.500000     2.500000
      88      0   5   0.000000     0.500000     5.500000     2.500000
      89      0   5   0.000000     1.500000     5.500000     2.500000
      90      0   5   0.000000     2.500000     5.500000     2.500000
      91      0   5   0.000000     3.500000     5.500000     2.500000
      92      0   5   0.000000     4.500000     5.500000     2.500000
      93      0   5   0.000000     5.500000     5.500000     2.500000
      94      0   5   0.000000     6.500000     5.500000     2.500000
      95      0   5   0.000000     7.500000     5.500000     2.500000
      96      0   5   0.000000     8.500000     5.500000     2.500000
      97      0   5   0.000000     9.500000     5.500000     2.500000
      98      0   5   0.000000     0.500000     6.500000     2.500000
      99      0   5   0.000000     1.500000     6.500000     2.500000
     100      0   5   0.000000     2.500000     6.500000     2.500000
     101      0   5   0.000000     3.500000     6.500000     2.500000
     102      0   5   0.000000     4.500000     6.500000     2.500000
     103      0   5   0.000000     5.500000     6.500000     2.500000
     104      0   5   0.000000     6.500000     6.500000     2.500000
     105      0   5   0.000000     7.500000     6.500000     2.500000
     106      0   5   0.000000     8.500000     6.500000     2.500000
     107      0   5   0.000000     9.500000     6.500000     2.500000
     108      0   5   0.000000     0.500000     7.500000     2.500000
     109      0   5   0.000000     1.500000     7.500000     2.500000
     110      0   5   0.000000     2.500000     7.500000     2.500000
     111      0   5   0.000000     3.500000     7.500000     2.500000
     112      0   5   0.000000     4.500000     7.500000     2.500000
     113      0   5   0.000000     5.500000     7.500000     2.500000
     114      0   5   0.000000     6.500000     7.500000     2.500000
     115      0   5   0.000000     7.500000     7.500000     2.500000
     116      0   5   0.000000     8.500000     7.500000     2.500000
     117      0   5   0.000000     9.500000     7.500000     2.500000
     118      0   5   0.000000     0.500000     8.500000     2.500000
     119      0   5   0.000000     1.500000     8.500000     2.500000
     120      0   5   0.000000     2.500000     8.500000     2.500000
     121      0   5   0.000000     3.500000     8.500000     2.500000
     122      0   5   0.000000     4.500000     8.500000     2.500000
     123      0   5   0.000000     5.500000     8.500000     2.500000
     124      0   5   0.000000     6.500000     8.500000     2.500000
     125      0   5   0.000000     7.500000     8.500000     2.500000
     126      0   5   0.000000     8.500000     8.500000     2.500000
     127      0   5   0.000000     9.500000     8.500000     2.500000
     128      0   5   0.000000     0.500000     9.500000     2.500000
     129      0   5   0.000000     1.500000     9.500000     2.500000
     130      0   5   0.000000     2.500000     9.500000     2.500000
     131      0   5   0.000000     3.500000     9.500000     2.500000
     132      0   5   0.000000     4.500000     9.500000     2.500000
     133      0   5   0.000000     5.500000     9.500000     2.500000
     134      0   5   0.000000     6.500000     9.500000     2.500000
     135      0   5   0.000000     7.500000     9.500000     2.500000
     136      0   5   0.000000     8.500000     9.500000     2.500000
     137      0   5   0.000000     9.500000     9.500000     2.500000
     138      0   6   1.000000     0.500000     0.500000     7.500000
     139      0   6   1.000000     2.500000     0.500000     7.500000
     140      0   6   1.000000     4.500000     0.500000     7.500000
     141      0   6   1.000000     6.500000     0.500000     7.500000
     142      0   6   1.000000     8.500000     0.500000     7.500000
     143      0   6   1.000000     0.500000     1.500000     7.500000
     144      0   6   1.000000     2.500000     1.500000     7.500000
     145      0   6   1.000000     4.500000     1.500000     7.500000
     146      0   6   1.000000     6.500000     1.500000     7.500000
     147      0   6   1.000000     8.500000     1.500000     7.500000
     148      0   6   1.000000     0.500000     2.500000     7.500000
     149      0   6   1.000000     2.500000     2.500000     7.500000
     150      0   6   1.000000     4.500000     2.500000     7.500000
