Created via AnalysisTools v4.0 (https://github.com/KaGaSi/AnalysisTools); Command: Selected system.vtf system.data

       200 atoms
        32 bonds
         0 angles
         0 dihedrals
         0 impropers

         5 atom types

0.000 10.000 xlo xhi
0.000 10.000 ylo yhi
0.000 10.000 zlo zhi

Atoms # full

      1     0     1        0.000000        8.401900        3.943800        7.831000
      2     0     1        0.000000        7.984400        9.116500        1.975500
      3     0     1        0.000000        3.352200        7.682300        2.777700
      4     0     1        0.000000        5.539700        4.774000        6.288700
      5     0     1        0.000000        3.647800        5.134000        9.522300
      6     0     1        0.000000        9.162000        6.357100        7.173000
      7     0     1        0.000000        1.416000        6.069700        0.163000
      8     0     1        0.000000        2.428900        1.372300        8.041800
      9     0     1        0.000000        1.566800        4.009400        1.297900
     10     0     1        0.000000        1.088100        9.989200        2.182600
     11     0     1        0.000000        5.129300        8.391100        6.126400
     12     0     1        0.000000        2.960300        6.375500        5.242900
     13     0     1        0.000000        4.935800        9.727800        2.925200
     14     0     1        0.000000        7.713600        5.267400        7.699100
     15     0     1        0.000000        4.002300        8.915300        2.833100
     16     0     1        0.000000        3.524600        8.077200        9.190300
     17     0     1        0.000000        0.697600        9.493300        5.260000
     18     0     1        0.000000        0.860600        1.922100        6.632300
     19     0     1        0.000000        8.902300        3.488900        0.641700
     20     0     1        0.000000        0.200200        4.577000        0.631000
     21     0     1        0.000000        2.382800        9.706300        9.022100
     22     0     1        0.000000        8.509200        2.666700        5.397600
     23     0     1        0.000000        3.752100        7.602500        5.125400
     24     0     1        0.000000        6.677200        5.316100        0.392800
     25     0     1        0.000000        4.376400        9.318400        9.308100
     26     0     1        0.000000        7.209500        2.842900        7.385300
     27     0     1        0.000000        6.399800        3.540500        6.878600
     28     0     1        0.000000        1.659700        4.401000        8.800800
     29     0     1        0.000000        8.292000        3.303400        2.289700
     30     0     1        0.000000        8.933700        3.503600        6.866700
     31     0     1        0.000000        9.564700        5.886400        6.573000
     32     0     1        0.000000        8.586800        4.395600        9.239700
     33     0     1        0.000000        3.984400        8.147700        6.842200
     34     0     1        0.000000        9.109700        4.824900        2.158200
     35     0     1        0.000000        9.502500        9.201300        1.476600
     36     0     1        0.000000        8.810600        6.410800        4.319500
     37     0     1        0.000000        6.196000        2.810600        7.860000
     38     0     1        0.000000        3.074600        4.470300        2.261100
     39     0     1        0.000000        1.875300        2.762300        5.564400
     40     0     1        0.000000        4.165000        1.696100        9.068000
     41     0     1        0.000000        1.031700        1.260800        4.954400
     42     0     1        0.000000        7.604800        9.847500        9.350000
     43     0     1        0.000000        6.844500        3.831900        7.497700
     44     0     1        0.000000        3.686600        2.941600        2.322600
